documentId,originaldocumentname,size,fileSize
a0f31d90-7eaa-4bee-bed2-e3b5f75d1a82,ANNO_EM_DMStore2MB.pdf,2007695,2MB
60fae037-86e9-4be2-b3f1-ae2c00108d73,ANNO_EM_DMStore2MB.pdf,2007695,2MB
dc13fcfa-b4bf-4a27-b23e-3bb8698e59e6,ANNO_EM_DMStore2MB.pdf,2007695,2MB
a6b9f443-f888-481b-85fd-49e3562851f9,ANNO_EM_DMStore5MB.pdf,5226575,5MB
a0593d99-086a-4ed0-a9c5-4d77799251dc,ANNO_EM_DMStore2MB.pdf,2007695,2MB
a5be4aa6-d208-4b6a-b14f-452eed8714e7,ANNO_EM_DMStore2MB.pdf,2007695,2MB
37b9affa-f0e9-486e-bd50-bee0378009ce,ANNO_EM_DMStore2MB.pdf,2007695,2MB
16c44ff8-5a86-413d-8b16-34283010078b,ANNO_EM_DMStore2MB.pdf,2007695,2MB
9ee65490-c959-41cf-942e-d6e630293123,ANNO_EM_DMStore2MB.pdf,2007695,2MB
7d0c6f5d-9623-4ee6-b4c1-046471e6ab3e,ANNO_EM_DMStore2MB.pdf,2007695,2MB
eb42030d-e163-41f1-8de1-5ed68d2304ab,ANNO_EM_DMStore2MB.pdf,2007695,2MB
c1902208-62a8-40e5-a035-4c723b033b51,ANNO_EM_DMStore2MB.pdf,2007695,2MB
be1aec35-8adc-45d1-b04b-2bcb0de8c257,ANNO_EM_DMStore2MB.pdf,2007695,2MB
fdf6c6d6-2a95-4582-8f6b-8700fdeae46e,ANNO_EM_DMStore2MB.pdf,2007695,2MB
5e1284b5-12b1-4ed7-935d-76e7745bbe3f,ANNO_EM_DMStore2MB.pdf,2007695,2MB
6e503663-5298-4b4b-8a24-192c2dd6bfde,ANNO_EM_DMStore2MB.pdf,2007695,2MB
9b207389-5df1-4a53-ad31-bf426a77bc00,ANNO_EM_DMStore2MB.pdf,2007695,2MB
79f5d0a2-3d31-4d18-9740-ab660ca8f9ee,ANNO_EM_DMStore10MB.pdf,10674409,10MB
